"VCF0702","VCF0101","VCF0110","VCF0114","VCF0301","VCF0310","VCF0009z","vote","age","education","income","party_id","interest","weight"
1,49,2,3,1,3,0.7546,0,49,"HighSchool",3,"StrongDem",3,0.7546
1,26,2,1,2,2,1.1111,0,26,"HighSchool",1,"WeakDem",2,1.1111
1,74,2,1,4,2,0.8887,0,74,"HighSchool",1,"Independent",2,0.8887
1,63,2,1,4,1,0.7369,0,63,"HighSchool",1,"Independent",1,0.7369
1,61,2,1,1,3,0.7369,0,61,"HighSchool",1,"StrongDem",3,0.7369
1,30,2,1,3,0,0.7504,0,30,"HighSchool",1,"IndLeanDem",0,0.7504
2,50,3,3,2,2,0.7313,1,50,"SomeCollege",3,"WeakDem",2,0.7313
2,39,2,3,1,3,0.5554,1,39,"HighSchool",3,"StrongDem",3,0.5554
2,78,2,1,1,0,1.2674,1,78,"HighSchool",1,"StrongDem",0,1.2674
2,65,2,0,2,2,0.6349,1,65,"HighSchool",0,"WeakDem",2,0.6349
2,35,2,1,7,0,0.6465,1,35,"HighSchool",1,"StrongRep",0,0.6465
2,25,3,3,4,0,0.7969,1,25,"SomeCollege",3,"Independent",0,0.7969
2,85,1,2,1,2,0.8887,1,85,"LessHS",2,"StrongDem",2,0.8887
2,49,2,3,3,0,0.7546,1,49,"HighSchool",3,"IndLeanDem",0,0.7546
1,69,2,1,2,0,0.5454,0,69,"HighSchool",1,"WeakDem",0,0.5454
2,61,3,3,2,0,0.6152,1,61,"SomeCollege",3,"WeakDem",0,0.6152
2,69,4,3,1,0,0.5708,1,69,"CollegePlus",3,"StrongDem",0,0.5708
2,47,4,5,6,0,1.4635,1,47,"CollegePlus",5,"WeakRep",0,1.4635
2,27,4,3,1,0,0.8645,1,27,"CollegePlus",3,"StrongDem",0,0.8645
2,38,4,4,4,0,1.2568,1,38,"CollegePlus",4,"Independent",0,1.2568
2,24,4,1,5,2,3.6411,1,24,"CollegePlus",1,"IndLeanRep",2,3.6411
2,46,3,4,3,0,2.3272,1,46,"SomeCollege",4,"IndLeanDem",0,2.3272
2,63,3,3,3,0,1.9704,1,63,"SomeCollege",3,"IndLeanDem",0,1.9704
2,39,4,4,1,0,0.7697,1,39,"CollegePlus",4,"StrongDem",0,0.7697
1,43,3,3,2,0,1.3855,0,43,"SomeCollege",3,"WeakDem",0,1.3855
2,86,2,1,3,3,1.7006,1,86,"HighSchool",1,"IndLeanDem",3,1.7006
2,80,3,1,2,0,1.4199,1,80,"SomeCollege",1,"WeakDem",0,1.4199
2,69,2,2,3,3,0.6219,1,69,"HighSchool",2,"IndLeanDem",3,0.6219
2,50,3,0,1,0,0.5712,1,50,"SomeCollege",0,"StrongDem",0,0.5712
2,31,3,3,2,2,0.5446,1,31,"SomeCollege",3,"WeakDem",2,0.5446
2,54,3,3,3,2,0.5712,1,54,"SomeCollege",3,"IndLeanDem",2,0.5712
1,27,2,2,3,0,0.9353,0,27,"HighSchool",2,"IndLeanDem",0,0.9353
2,64,2,3,5,0,0.913,1,64,"HighSchool",3,"IndLeanRep",0,0.913
2,26,3,4,3,2,1.996,1,26,"SomeCollege",4,"IndLeanDem",2,1.996
2,58,2,5,2,2,0.9719,1,58,"HighSchool",5,"WeakDem",2,0.9719
1,56,2,2,2,0,0.662,0,56,"HighSchool",2,"WeakDem",0,0.662
2,53,2,3,7,0,0.5149,1,53,"HighSchool",3,"StrongRep",0,0.5149
1,27,2,3,7,2,0.7261,0,27,"HighSchool",3,"StrongRep",2,0.7261
2,37,2,3,6,3,0.9263,1,37,"HighSchool",3,"WeakRep",3,0.9263
2,59,4,3,7,0,1.1575,1,59,"CollegePlus",3,"StrongRep",0,1.1575
2,77,3,1,2,2,0.7294,1,77,"SomeCollege",1,"WeakDem",2,0.7294
1,32,3,4,5,0,0.8977,0,32,"SomeCollege",4,"IndLeanRep",0,0.8977
2,49,3,3,4,3,0.5308,1,49,"SomeCollege",3,"Independent",3,0.5308
1,29,2,3,3,0,1.5944,0,29,"HighSchool",3,"IndLeanDem",0,1.5944
2,41,3,3,7,3,0.7118,1,41,"SomeCollege",3,"StrongRep",3,0.7118
1,25,4,3,4,0,1.6355,0,25,"CollegePlus",3,"Independent",0,1.6355
1,33,2,3,3,1,0.9263,0,33,"HighSchool",3,"IndLeanDem",1,0.9263
2,48,3,4,7,3,1.8328,1,48,"SomeCollege",4,"StrongRep",3,1.8328
2,46,2,4,5,3,1.2609,1,46,"HighSchool",4,"IndLeanRep",3,1.2609
2,66,3,3,1,2,1.0345,1,66,"SomeCollege",3,"StrongDem",2,1.0345
2,74,4,3,1,3,0.8962,1,74,"CollegePlus",3,"StrongDem",3,0.8962
2,65,2,2,6,0,1.2391,1,65,"HighSchool",2,"WeakRep",0,1.2391
1,28,3,4,6,3,1.4922,0,28,"SomeCollege",4,"WeakRep",3,1.4922
1,36,3,1,4,0,1.0492,0,36,"SomeCollege",1,"Independent",0,1.0492
2,47,3,2,1,0,0.7313,1,47,"SomeCollege",2,"StrongDem",0,0.7313
2,26,2,1,4,2,0.9353,1,26,"HighSchool",1,"Independent",2,0.9353
2,33,3,3,7,2,1.5738,1,33,"SomeCollege",3,"StrongRep",2,1.5738
1,55,2,3,7,0,1.1364,0,55,"HighSchool",3,"StrongRep",0,1.1364
2,43,2,1,4,0,0.37,1,43,"HighSchool",1,"Independent",0,0.37
1,40,2,1,4,1,0.7399,0,40,"HighSchool",1,"Independent",1,0.7399
1,52,2,1,3,2,0.3858,0,52,"HighSchool",1,"IndLeanDem",2,0.3858
2,64,2,0,7,0,0.6219,1,64,"HighSchool",0,"StrongRep",0,0.6219
2,46,3,4,7,3,0.7118,1,46,"SomeCollege",4,"StrongRep",3,0.7118
2,45,4,3,1,3,0.2734,1,45,"CollegePlus",3,"StrongDem",3,0.2734
1,58,4,2,2,0,0.7881,0,58,"CollegePlus",2,"WeakDem",0,0.7881
1,0,1,3,5,3,0.7683,0,0,"LessHS",3,"IndLeanRep",3,0.7683
2,68,3,3,7,2,0.6026,1,68,"SomeCollege",3,"StrongRep",2,0.6026
2,40,3,2,3,2,0.2225,1,40,"SomeCollege",2,"IndLeanDem",2,0.2225
2,45,2,4,7,0,1.3837,1,45,"HighSchool",4,"StrongRep",0,1.3837
2,38,4,3,4,0,0.5851,1,38,"CollegePlus",3,"Independent",0,0.5851
2,76,4,1,1,0,0.8962,1,76,"CollegePlus",1,"StrongDem",0,0.8962
1,23,2,3,6,2,0.7261,0,23,"HighSchool",3,"WeakRep",2,0.7261
2,24,4,3,2,3,1.1136,1,24,"CollegePlus",3,"WeakDem",3,1.1136
2,25,4,1,2,2,1.1136,1,25,"CollegePlus",1,"WeakDem",2,1.1136
2,30,3,4,3,2,1.1515,1,30,"SomeCollege",4,"IndLeanDem",2,1.1515
1,36,2,3,2,2,0.6307,0,36,"HighSchool",3,"WeakDem",2,0.6307
1,69,2,2,1,3,0.5564,0,69,"HighSchool",2,"StrongDem",3,0.5564
2,45,2,3,5,3,1.1322,1,45,"HighSchool",3,"IndLeanRep",3,1.1322
2,19,3,4,4,0,0.3736,1,19,"SomeCollege",4,"Independent",0,0.3736
2,76,3,2,1,2,0.3386,1,76,"SomeCollege",2,"StrongDem",2,0.3386
2,64,1,1,2,3,0.3363,1,64,"LessHS",1,"WeakDem",3,0.3363
2,76,4,2,1,3,0.416,1,76,"CollegePlus",2,"StrongDem",3,0.416
2,19,2,2,2,2,0.6429,1,19,"HighSchool",2,"WeakDem",2,0.6429
2,64,2,2,7,0,0.6219,1,64,"HighSchool",2,"StrongRep",0,0.6219
1,39,2,1,3,3,0.732,0,39,"HighSchool",1,"IndLeanDem",3,0.732
2,32,3,3,2,3,0.6112,1,32,"SomeCollege",3,"WeakDem",3,0.6112
1,22,2,2,7,0,0.9353,0,22,"HighSchool",2,"StrongRep",0,0.9353
1,46,2,3,2,0,1.2495,0,46,"HighSchool",3,"WeakDem",0,1.2495
1,45,3,3,1,0,0.7118,0,45,"SomeCollege",3,"StrongDem",0,0.7118
2,0,1,1,2,3,0.7218,1,0,"LessHS",1,"WeakDem",3,0.7218
1,48,2,1,3,0,1.2495,0,48,"HighSchool",1,"IndLeanDem",0,1.2495
2,48,3,4,7,0,0.7118,1,48,"SomeCollege",4,"StrongRep",0,0.7118
2,65,2,2,4,0,0.6219,1,65,"HighSchool",2,"Independent",0,0.6219
2,26,2,3,1,2,0.9353,1,26,"HighSchool",3,"StrongDem",2,0.9353
2,77,4,1,5,2,0.8962,1,77,"CollegePlus",1,"IndLeanRep",2,0.8962
2,66,3,3,5,3,0.6026,1,66,"SomeCollege",3,"IndLeanRep",3,0.6026
2,52,4,0,7,0,0.7881,1,52,"CollegePlus",0,"StrongRep",0,0.7881
2,62,4,3,1,3,1.0307,1,62,"CollegePlus",3,"StrongDem",3,1.0307
2,45,3,1,6,2,0.7118,1,45,"SomeCollege",1,"WeakRep",2,0.7118
2,39,3,3,5,0,0.6112,1,39,"SomeCollege",3,"IndLeanRep",0,0.6112
2,44,4,3,3,2,0.8745,1,44,"CollegePlus",3,"IndLeanDem",2,0.8745
1,31,3,4,6,0,0.6112,0,31,"SomeCollege",4,"WeakRep",0,0.6112
2,37,4,3,3,3,1.8161,1,37,"CollegePlus",3,"IndLeanDem",3,1.8161
2,50,4,3,3,2,0.953,1,50,"CollegePlus",3,"IndLeanDem",2,0.953
2,28,2,3,1,1,0.363,1,28,"HighSchool",3,"StrongDem",1,0.363
2,61,4,4,6,0,0.3398,1,61,"CollegePlus",4,"WeakRep",0,0.3398
2,62,3,5,6,3,0.2323,1,62,"SomeCollege",5,"WeakRep",3,0.2323
2,52,3,3,2,3,0.2495,1,52,"SomeCollege",3,"WeakDem",3,0.2495
2,71,1,0,7,3,0.3966,1,71,"LessHS",0,"StrongRep",3,0.3966
2,42,2,5,7,2,0.2876,1,42,"HighSchool",5,"StrongRep",2,0.2876
2,74,2,1,1,3,0.287,1,74,"HighSchool",1,"StrongDem",3,0.287
1,28,2,2,4,0,0.363,0,28,"HighSchool",2,"Independent",0,0.363
1,24,3,0,6,2,0.7036,0,24,"SomeCollege",0,"WeakRep",2,0.7036
2,60,2,3,1,3,0.5337,1,60,"HighSchool",3,"StrongDem",3,0.5337
2,44,3,3,7,0,0.4978,1,44,"SomeCollege",3,"StrongRep",0,0.4978
2,50,4,1,2,3,0.7881,1,50,"CollegePlus",1,"WeakDem",3,0.7881
2,46,3,0,3,0,0.3318,1,46,"SomeCollege",0,"IndLeanDem",0,0.3318
1,19,3,3,3,1,0.7036,0,19,"SomeCollege",3,"IndLeanDem",1,0.7036
2,53,3,4,6,3,0.4456,1,53,"SomeCollege",4,"WeakRep",3,0.4456
2,37,3,3,5,0,0.2381,1,37,"SomeCollege",3,"IndLeanRep",0,0.2381
2,26,3,3,6,0,0.6283,1,26,"SomeCollege",3,"WeakRep",0,0.6283
2,55,3,2,7,3,0.3433,1,55,"SomeCollege",2,"StrongRep",3,0.3433
2,66,4,3,1,0,0.3928,1,66,"CollegePlus",3,"StrongDem",0,0.3928
2,34,4,3,1,2,0.5851,1,34,"CollegePlus",3,"StrongDem",2,0.5851
2,75,1,2,7,3,0.6662,1,75,"LessHS",2,"StrongRep",3,0.6662
2,87,1,0,7,3,0.6662,1,87,"LessHS",0,"StrongRep",3,0.6662
2,20,2,2,3,0,3.0582,1,20,"HighSchool",2,"IndLeanDem",0,3.0582
2,31,3,3,4,3,0.9992,1,31,"SomeCollege",3,"Independent",3,0.9992
1,53,3,3,5,2,2.0974,0,53,"SomeCollege",3,"IndLeanRep",2,2.0974
2,78,1,2,2,2,0.6662,1,78,"LessHS",2,"WeakDem",2,0.6662
2,73,4,3,7,0,1.4652,1,73,"CollegePlus",3,"StrongRep",0,1.4652
2,81,2,3,7,0,2.8566,1,81,"HighSchool",3,"StrongRep",0,2.8566
2,78,2,3,7,0,2.4612,1,78,"HighSchool",3,"StrongRep",0,2.4612
1,31,2,3,3,1,2.3936,0,31,"HighSchool",3,"IndLeanDem",1,2.3936
2,46,4,3,5,0,1.4297,1,46,"CollegePlus",3,"IndLeanRep",0,1.4297
2,37,4,3,7,0,2.4554,1,37,"CollegePlus",3,"StrongRep",0,2.4554
2,32,2,1,1,2,0.7264,1,32,"HighSchool",1,"StrongDem",2,0.7264
2,64,2,1,3,1,2.0333,1,64,"HighSchool",1,"IndLeanDem",1,2.0333
2,65,2,1,4,0,1.18,1,65,"HighSchool",1,"Independent",0,1.18
2,64,2,2,2,0,1.0167,1,64,"HighSchool",2,"WeakDem",0,1.0167
1,22,3,3,3,0,2.9635,0,22,"SomeCollege",3,"IndLeanDem",0,2.9635
2,78,2,3,1,2,2.4612,1,78,"HighSchool",3,"StrongDem",2,2.4612
2,27,3,3,5,2,2.9635,1,27,"SomeCollege",3,"IndLeanRep",2,2.9635
2,63,2,1,2,1,1.0167,1,63,"HighSchool",1,"WeakDem",1,1.0167
2,66,2,2,3,2,1.5443,1,66,"HighSchool",2,"IndLeanDem",2,1.5443
2,37,3,4,3,0,1.5178,1,37,"SomeCollege",4,"IndLeanDem",0,1.5178
2,71,2,3,5,0,1.8693,1,71,"HighSchool",3,"IndLeanRep",0,1.8693
2,46,2,3,6,0,1.824,1,46,"HighSchool",3,"WeakRep",0,1.824
2,19,2,4,5,2,1.0344,1,19,"HighSchool",4,"IndLeanRep",2,1.0344
2,44,4,3,6,2,0.9672,1,44,"CollegePlus",3,"WeakRep",2,0.9672
2,18,2,3,6,2,2.1571,1,18,"HighSchool",3,"WeakRep",2,2.1571
2,33,4,3,6,3,0.5851,1,33,"CollegePlus",3,"WeakRep",3,0.5851
2,49,3,4,4,2,1.0944,1,49,"SomeCollege",4,"Independent",2,1.0944
2,20,2,3,5,2,0.7261,1,20,"HighSchool",3,"IndLeanRep",2,0.7261
1,67,2,4,4,0,1.1098,0,67,"HighSchool",4,"Independent",0,1.1098
2,47,2,4,1,3,1.694,1,47,"HighSchool",4,"StrongDem",3,1.694
2,42,3,4,4,0,0.7118,1,42,"SomeCollege",4,"Independent",0,0.7118
2,43,4,4,1,0,0.8745,1,43,"CollegePlus",4,"StrongDem",0,0.8745
1,36,2,4,4,3,1.4546,0,36,"HighSchool",4,"Independent",3,1.4546
2,71,4,5,7,3,1.378,1,71,"CollegePlus",5,"StrongRep",3,1.378
2,74,3,2,7,0,0.7294,1,74,"SomeCollege",2,"StrongRep",0,0.7294
2,27,4,3,3,0,1.7122,1,27,"CollegePlus",3,"IndLeanDem",0,1.7122
1,43,3,4,6,3,0.7118,0,43,"SomeCollege",4,"WeakRep",3,0.7118
2,56,3,3,3,0,0.9863,1,56,"SomeCollege",3,"IndLeanDem",0,0.9863
2,20,3,5,6,2,1.3936,1,20,"SomeCollege",5,"WeakRep",2,1.3936
2,47,3,5,7,0,1.0944,1,47,"SomeCollege",5,"StrongRep",0,1.0944
2,50,4,5,7,0,0.8717,1,50,"CollegePlus",5,"StrongRep",0,0.8717
2,42,4,3,5,0,0.6849,1,42,"CollegePlus",3,"IndLeanRep",0,0.6849
2,31,4,4,6,0,2.2327,1,31,"CollegePlus",4,"WeakRep",0,2.2327
2,60,3,4,6,0,1.7917,1,60,"SomeCollege",4,"WeakRep",0,1.7917
2,47,3,3,5,2,2.1162,1,47,"SomeCollege",3,"IndLeanRep",2,2.1162
1,18,2,3,6,2,2.7808,0,18,"HighSchool",3,"WeakRep",2,2.7808
2,42,3,2,2,0,2.3272,1,42,"SomeCollege",2,"WeakDem",0,2.3272
2,60,4,3,4,0,2.2013,1,60,"CollegePlus",3,"Independent",0,2.2013
2,45,4,4,6,0,2.6,1,45,"CollegePlus",4,"WeakRep",0,2.6
2,38,3,3,6,0,0.6112,1,38,"SomeCollege",3,"WeakRep",0,0.6112
2,44,4,1,1,3,1.4157,1,44,"CollegePlus",1,"StrongDem",3,1.4157
2,65,2,0,1,0,0.6086,1,65,"HighSchool",0,"StrongDem",0,0.6086
2,54,2,4,7,3,1.0716,1,54,"HighSchool",4,"StrongRep",3,1.0716
2,60,2,3,6,0,1.0167,1,60,"HighSchool",3,"WeakRep",0,1.0167
2,51,3,4,4,3,0.6571,1,51,"SomeCollege",4,"Independent",3,0.6571
2,78,2,2,7,0,1.2306,1,78,"HighSchool",2,"StrongRep",0,1.2306
2,36,4,3,4,1,2.4554,1,36,"CollegePlus",3,"Independent",1,2.4554
1,28,4,3,4,0,3.6411,0,28,"CollegePlus",3,"Independent",0,3.6411
2,41,4,4,7,0,1.4297,1,41,"CollegePlus",4,"StrongRep",0,1.4297
2,49,3,4,1,3,1.1188,1,49,"SomeCollege",4,"StrongDem",3,1.1188
2,50,3,3,1,3,0.6415,1,50,"SomeCollege",3,"StrongDem",3,0.6415
2,46,2,1,4,0,0.2665,1,46,"HighSchool",1,"Independent",0,0.2665
2,31,3,3,1,3,0.2692,1,31,"SomeCollege",3,"StrongDem",3,0.2692
2,25,2,2,1,0,0.2913,1,25,"HighSchool",2,"StrongDem",0,0.2913
2,33,4,3,3,0,0.2342,1,33,"CollegePlus",3,"IndLeanDem",0,0.2342
2,25,2,2,1,0,0.4114,1,25,"HighSchool",2,"StrongDem",0,0.4114
2,50,2,1,3,0,0.2063,1,50,"HighSchool",1,"IndLeanDem",0,0.2063
1,52,3,4,3,0,0.6571,0,52,"SomeCollege",4,"IndLeanDem",0,0.6571
1,30,2,1,6,2,0.2139,0,30,"HighSchool",1,"WeakRep",2,0.2139
2,54,3,2,4,0,0.2175,1,54,"SomeCollege",2,"Independent",0,0.2175
2,41,3,0,1,0,0.484,1,41,"SomeCollege",0,"StrongDem",0,0.484
2,32,4,4,1,0,0.2547,1,32,"CollegePlus",4,"StrongDem",0,0.2547
2,48,2,3,1,0,0.5752,1,48,"HighSchool",3,"StrongDem",0,0.5752
2,48,4,0,1,0,0.5947,1,48,"CollegePlus",0,"StrongDem",0,0.5947
2,69,3,1,5,0,0.6026,1,69,"SomeCollege",1,"IndLeanRep",0,0.6026
2,44,4,4,1,0,0.5947,1,44,"CollegePlus",4,"StrongDem",0,0.5947
2,49,3,3,1,0,0.242,1,49,"SomeCollege",3,"StrongDem",0,0.242
2,23,4,3,3,3,1.1316,1,23,"CollegePlus",3,"IndLeanDem",3,1.1316
1,36,2,2,5,0,1.8559,0,36,"HighSchool",2,"IndLeanRep",0,1.8559
2,70,3,2,4,0,0.6464,1,70,"SomeCollege",2,"Independent",0,0.6464
1,63,4,4,4,1,0.6585,0,63,"CollegePlus",4,"Independent",1,0.6585
2,28,3,4,2,0,0.9277,1,28,"SomeCollege",4,"WeakDem",0,0.9277
2,62,2,3,7,2,0.9149,1,62,"HighSchool",3,"StrongRep",2,0.9149
1,59,2,1,4,1,1.9479,0,59,"HighSchool",1,"Independent",1,1.9479
2,63,2,3,6,3,2.0333,1,63,"HighSchool",3,"WeakRep",3,2.0333
1,34,2,4,4,2,0.928,0,34,"HighSchool",4,"Independent",2,0.928
2,62,2,2,5,3,0.9149,1,62,"HighSchool",2,"IndLeanRep",3,0.9149
2,58,2,0,5,0,1.9346,1,58,"HighSchool",0,"IndLeanRep",0,1.9346
1,37,2,3,5,3,2.0623,0,37,"HighSchool",3,"IndLeanRep",3,2.0623
2,44,3,3,6,3,2.0801,1,44,"SomeCollege",3,"WeakRep",3,2.0801
2,49,3,1,1,3,0.6327,1,49,"SomeCollege",1,"StrongDem",3,0.6327
2,54,2,0,3,3,0.6781,1,54,"HighSchool",0,"IndLeanDem",3,0.6781
2,26,4,3,5,2,3.6411,1,26,"CollegePlus",3,"IndLeanRep",2,3.6411
1,53,3,4,6,1,1.8747,0,53,"SomeCollege",4,"WeakRep",1,1.8747
2,34,4,3,3,0,1.3365,1,34,"CollegePlus",3,"IndLeanDem",0,1.3365
2,43,2,3,7,3,0.3527,1,43,"HighSchool",3,"StrongRep",3,0.3527
2,25,2,3,3,3,1.6646,1,25,"HighSchool",3,"IndLeanDem",3,1.6646
1,65,2,1,1,0,0.6219,0,65,"HighSchool",1,"StrongDem",0,0.6219
2,65,3,4,1,3,0.6152,1,65,"SomeCollege",4,"StrongDem",3,0.6152
2,50,4,4,7,0,0.7881,1,50,"CollegePlus",4,"StrongRep",0,0.7881
2,47,4,5,7,2,1.5564,1,47,"CollegePlus",5,"StrongRep",2,1.5564
1,36,3,4,3,1,1.0878,0,36,"SomeCollege",4,"IndLeanDem",1,1.0878
2,48,3,3,3,0,0.3853,1,48,"SomeCollege",3,"IndLeanDem",0,0.3853
1,35,2,2,4,1,2.0623,0,35,"HighSchool",2,"Independent",1,2.0623
2,59,2,2,2,2,1.0822,1,59,"HighSchool",2,"WeakDem",2,1.0822
2,33,3,3,5,2,1.9984,1,33,"SomeCollege",3,"IndLeanRep",2,1.9984
1,54,2,3,1,0,2.5122,0,54,"HighSchool",3,"StrongDem",0,2.5122
1,21,3,3,4,1,2.9635,0,21,"SomeCollege",3,"Independent",1,2.9635
2,62,2,1,3,3,0.4841,1,62,"HighSchool",1,"IndLeanDem",3,0.4841
2,22,2,3,2,3,0.3145,1,22,"HighSchool",3,"WeakDem",3,0.3145
2,38,3,2,1,3,0.6265,1,38,"SomeCollege",2,"StrongDem",3,0.6265
2,36,2,2,1,2,0.6465,1,36,"HighSchool",2,"StrongDem",2,0.6465
2,37,2,1,2,2,0.506,1,37,"HighSchool",1,"WeakDem",2,0.506
2,50,3,1,1,0,0.5143,1,50,"SomeCollege",1,"StrongDem",0,0.5143
2,67,3,1,2,2,0.4816,1,67,"SomeCollege",1,"WeakDem",2,0.4816
2,45,2,1,7,0,0.8759,1,45,"HighSchool",1,"StrongRep",0,0.8759
1,57,3,3,1,3,0.6571,0,57,"SomeCollege",3,"StrongDem",3,0.6571
2,27,2,1,2,3,1.1111,1,27,"HighSchool",1,"WeakDem",3,1.1111
2,37,2,3,1,2,0.6465,1,37,"HighSchool",3,"StrongDem",2,0.6465
1,49,2,0,2,0,0.8759,0,49,"HighSchool",0,"WeakDem",0,0.8759
2,56,2,1,1,0,0.6781,1,56,"HighSchool",1,"StrongDem",0,0.6781
2,37,3,4,4,1,0.4762,1,37,"SomeCollege",4,"Independent",1,0.4762
2,58,4,3,1,3,0.6571,1,58,"CollegePlus",3,"StrongDem",3,0.6571
2,44,4,0,1,3,0.8985,1,44,"CollegePlus",0,"StrongDem",3,0.8985
1,21,3,4,1,0,0.9277,0,21,"SomeCollege",4,"StrongDem",0,0.9277
2,41,3,4,1,0,0.7313,1,41,"SomeCollege",4,"StrongDem",0,0.7313
2,36,4,2,2,0,0.536,1,36,"CollegePlus",2,"WeakDem",0,0.536
2,67,3,4,2,3,0.6152,1,67,"SomeCollege",4,"WeakDem",3,0.6152
2,0,4,0,4,2,1.054,1,0,"CollegePlus",0,"Independent",2,1.054
2,68,2,0,1,0,0.6349,1,68,"HighSchool",0,"StrongDem",0,0.6349
2,45,4,4,1,0,0.8985,1,45,"CollegePlus",4,"StrongDem",0,0.8985
2,39,4,4,1,3,0.7697,1,39,"CollegePlus",4,"StrongDem",3,0.7697
2,24,3,3,2,0,0.9277,1,24,"SomeCollege",3,"WeakDem",0,0.9277
2,44,3,4,2,0,0.7313,1,44,"SomeCollege",4,"WeakDem",0,0.7313
2,63,3,3,1,3,0.6152,1,63,"SomeCollege",3,"StrongDem",3,0.6152
2,25,3,3,3,0,0.9277,1,25,"SomeCollege",3,"IndLeanDem",0,0.9277
2,81,3,1,5,3,1.0598,1,81,"SomeCollege",1,"IndLeanRep",3,1.0598
1,40,2,3,3,1,2.1272,0,40,"HighSchool",3,"IndLeanDem",1,2.1272
1,49,2,1,1,2,2.1343,0,49,"HighSchool",1,"StrongDem",2,2.1343
2,57,2,2,1,2,2.5122,1,57,"HighSchool",2,"StrongDem",2,2.5122
1,0,3,3,4,0,0.932,0,0,"SomeCollege",3,"Independent",0,0.932
2,23,2,1,7,3,3.5495,1,23,"HighSchool",1,"StrongRep",3,3.5495
2,57,2,2,1,3,1.0822,1,57,"HighSchool",2,"StrongDem",3,1.0822
2,27,3,4,4,2,2.9635,1,27,"SomeCollege",4,"Independent",2,2.9635
2,47,2,1,1,0,2.7874,1,47,"HighSchool",1,"StrongDem",0,2.7874
2,34,4,3,1,0,2.4554,1,34,"CollegePlus",3,"StrongDem",0,2.4554
2,73,2,2,1,3,2.4612,1,73,"HighSchool",2,"StrongDem",3,2.4612
1,81,2,2,2,3,2.8566,0,81,"HighSchool",2,"WeakDem",3,2.8566
2,31,3,3,7,3,0.9992,1,31,"SomeCollege",3,"StrongRep",3,0.9992
2,58,4,3,2,3,1.2885,1,58,"CollegePlus",3,"WeakDem",3,1.2885
2,67,2,2,5,3,2.0333,1,67,"HighSchool",2,"IndLeanRep",3,2.0333
2,72,2,0,6,2,1.2306,1,72,"HighSchool",0,"WeakRep",2,1.2306
2,51,2,3,2,2,2.1644,1,51,"HighSchool",3,"WeakDem",2,2.1644
2,23,2,3,3,2,3.0582,1,23,"HighSchool",3,"IndLeanDem",2,3.0582
1,60,2,1,2,0,1.0167,0,60,"HighSchool",1,"WeakDem",0,1.0167
2,34,2,3,5,2,2.0623,1,34,"HighSchool",3,"IndLeanRep",2,2.0623
1,41,2,3,6,3,2.4016,0,41,"HighSchool",3,"WeakRep",3,2.4016
2,76,2,2,1,0,2.8566,1,76,"HighSchool",2,"StrongDem",0,2.8566
2,30,2,2,3,3,1.5291,1,30,"HighSchool",2,"IndLeanDem",3,1.5291
1,39,2,3,4,1,1.1968,0,39,"HighSchool",3,"Independent",1,1.1968
2,73,2,2,1,0,0.2351,1,73,"HighSchool",2,"StrongDem",0,0.2351
2,64,3,2,2,0,0.1889,1,64,"SomeCollege",2,"WeakDem",0,0.1889
2,48,2,2,3,3,0.2689,1,48,"HighSchool",2,"IndLeanDem",3,0.2689
1,48,4,2,1,0,0.2759,0,48,"CollegePlus",2,"StrongDem",0,0.2759
2,48,3,1,2,3,0.6362,1,48,"SomeCollege",1,"WeakDem",3,0.6362
1,44,3,1,3,0,1.0458,0,44,"SomeCollege",1,"IndLeanDem",0,1.0458
2,57,3,3,1,3,0.6571,1,57,"SomeCollege",3,"StrongDem",3,0.6571
2,24,2,1,2,3,0.9667,1,24,"HighSchool",1,"WeakDem",3,0.9667
1,34,2,0,4,0,2.0623,0,34,"HighSchool",0,"Independent",0,2.0623
1,23,3,3,4,0,2.9635,0,23,"SomeCollege",3,"Independent",0,2.9635
1,33,2,2,1,3,0.7264,0,33,"HighSchool",2,"StrongDem",3,0.7264
1,23,2,1,2,3,0.9268,0,23,"HighSchool",1,"WeakDem",3,0.9268
2,38,2,3,4,1,2.0623,1,38,"HighSchool",3,"Independent",1,2.0623
2,52,2,2,1,0,2.1644,1,52,"HighSchool",2,"StrongDem",0,2.1644
1,48,2,3,2,2,1.2008,0,48,"HighSchool",3,"WeakDem",2,1.2008
1,43,2,3,4,0,0.5752,0,43,"HighSchool",3,"Independent",0,0.5752
2,64,2,3,3,3,1.0167,1,64,"HighSchool",3,"IndLeanDem",3,1.0167
1,32,2,3,2,2,2.3936,0,32,"HighSchool",3,"WeakDem",2,2.3936
1,82,1,2,3,1,1.4283,0,82,"LessHS",2,"IndLeanDem",1,1.4283
2,64,2,3,7,0,2.36,1,64,"HighSchool",3,"StrongRep",0,2.36
2,57,3,3,6,0,1.0487,1,57,"SomeCollege",3,"WeakRep",0,1.0487
2,52,2,1,7,3,2.1644,1,52,"HighSchool",1,"StrongRep",3,2.1644
2,29,2,2,2,0,3.5495,1,29,"HighSchool",2,"WeakDem",0,3.5495
1,20,2,3,2,0,3.0582,0,20,"HighSchool",3,"WeakDem",0,3.0582
1,48,2,2,1,1,1.2873,0,48,"HighSchool",2,"StrongDem",1,1.2873
1,53,2,2,5,1,1.1602,0,53,"HighSchool",2,"IndLeanRep",1,1.1602
