"VCF0702","VCF0101","VCF0110","VCF0114","VCF0301","VCF0310","VCF0009z","vote","age","education","income","party_id","interest","weight"
2,27,2,3,5,3,1,1,27,"HighSchool",3,"IndLeanRep",3,1
2,34,2,4,7,3,1,1,34,"HighSchool",4,"StrongRep",3,1
2,27,2,3,1,2,1,1,27,"HighSchool",3,"StrongDem",2,1
2,60,1,1,1,3,1,1,60,"LessHS",1,"StrongDem",3,1
2,50,3,3,6,3,1,1,50,"SomeCollege",3,"WeakRep",3,1
2,68,2,4,2,1,1,1,68,"HighSchool",4,"WeakDem",1,1
2,31,2,3,2,3,1,1,31,"HighSchool",3,"WeakDem",3,1
2,60,1,2,7,3,1,1,60,"LessHS",2,"StrongRep",3,1
1,36,1,3,1,2,1,0,36,"LessHS",3,"StrongDem",2,1
2,53,2,4,1,3,1,1,53,"HighSchool",4,"StrongDem",3,1
2,25,3,4,6,2,1,1,25,"SomeCollege",4,"WeakRep",2,1
2,60,1,3,2,2,1,1,60,"LessHS",3,"WeakDem",2,1
1,50,1,1,2,2,1,0,50,"LessHS",1,"WeakDem",2,1
2,30,2,3,5,2,1,1,30,"HighSchool",3,"IndLeanRep",2,1
1,30,2,3,1,2,1,0,30,"HighSchool",3,"StrongDem",2,1
2,83,1,1,1,3,1,1,83,"LessHS",1,"StrongDem",3,1
2,57,1,4,7,3,1,1,57,"LessHS",4,"StrongRep",3,1
2,26,2,3,1,2,1,1,26,"HighSchool",3,"StrongDem",2,1
2,53,1,3,2,2,1,1,53,"LessHS",3,"WeakDem",2,1
1,69,1,2,1,2,1,0,69,"LessHS",2,"StrongDem",2,1
2,42,3,4,3,3,1,1,42,"SomeCollege",4,"IndLeanDem",3,1
1,59,1,1,6,2,1,0,59,"LessHS",1,"WeakRep",2,1
2,29,2,1,1,3,1,1,29,"HighSchool",1,"StrongDem",3,1
2,41,1,4,2,2,1,1,41,"LessHS",4,"WeakDem",2,1
1,65,1,2,5,3,1,0,65,"LessHS",2,"IndLeanRep",3,1
2,69,4,4,7,3,1,1,69,"CollegePlus",4,"StrongRep",3,1
1,24,2,2,2,3,1,0,24,"HighSchool",2,"WeakDem",3,1
2,32,2,3,6,2,1,1,32,"HighSchool",3,"WeakRep",2,1
2,36,2,2,2,1,1,1,36,"HighSchool",2,"WeakDem",1,1
2,49,1,4,2,3,1,1,49,"LessHS",4,"WeakDem",3,1
2,44,1,2,3,2,1,1,44,"LessHS",2,"IndLeanDem",2,1
2,51,1,4,6,3,1,1,51,"LessHS",4,"WeakRep",3,1
2,49,2,3,5,2,1,1,49,"HighSchool",3,"IndLeanRep",2,1
2,69,1,4,3,3,1,1,69,"LessHS",4,"IndLeanDem",3,1
2,62,1,3,2,2,1,1,62,"LessHS",3,"WeakDem",2,1
2,29,4,3,3,2,1,1,29,"CollegePlus",3,"IndLeanDem",2,1
2,0,2,4,1,3,1,1,0,"HighSchool",4,"StrongDem",3,1
2,60,2,2,6,3,1,1,60,"HighSchool",2,"WeakRep",3,1
2,28,2,4,5,2,1,1,28,"HighSchool",4,"IndLeanRep",2,1
2,38,2,3,1,3,1,1,38,"HighSchool",3,"StrongDem",3,1
2,34,4,4,7,3,1,1,34,"CollegePlus",4,"StrongRep",3,1
2,43,1,4,2,3,1,1,43,"LessHS",4,"WeakDem",3,1
2,34,1,3,2,2,1,1,34,"LessHS",3,"WeakDem",2,1
2,47,1,4,1,3,1,1,47,"LessHS",4,"StrongDem",3,1
2,37,3,4,5,3,1,1,37,"SomeCollege",4,"IndLeanRep",3,1
2,69,2,1,3,3,1,1,69,"HighSchool",1,"IndLeanDem",3,1
2,24,4,4,3,3,1,1,24,"CollegePlus",4,"IndLeanDem",3,1
2,70,1,2,1,3,1,1,70,"LessHS",2,"StrongDem",3,1
2,43,1,4,1,3,1,1,43,"LessHS",4,"StrongDem",3,1
1,25,2,2,1,1,1,0,25,"HighSchool",2,"StrongDem",1,1
2,21,2,1,2,1,1,1,21,"HighSchool",1,"WeakDem",1,1
2,39,3,4,1,2,1,1,39,"SomeCollege",4,"StrongDem",2,1
2,34,3,3,1,3,1,1,34,"SomeCollege",3,"StrongDem",3,1
2,43,2,5,7,3,1,1,43,"HighSchool",5,"StrongRep",3,1
2,27,2,2,3,2,1,1,27,"HighSchool",2,"IndLeanDem",2,1
2,57,1,4,7,3,1,1,57,"LessHS",4,"StrongRep",3,1
2,77,1,1,7,3,1,1,77,"LessHS",1,"StrongRep",3,1
2,33,4,5,5,3,1,1,33,"CollegePlus",5,"IndLeanRep",3,1
2,53,2,4,1,3,1,1,53,"HighSchool",4,"StrongDem",3,1
2,51,1,4,7,0,1,1,51,"LessHS",4,"StrongRep",0,1
1,36,1,3,6,1,1,0,36,"LessHS",3,"WeakRep",1,1
2,50,1,3,1,2,1,1,50,"LessHS",3,"StrongDem",2,1
2,41,2,3,2,1,1,1,41,"HighSchool",3,"WeakDem",1,1
1,23,2,2,1,1,1,0,23,"HighSchool",2,"StrongDem",1,1
2,44,4,4,6,3,1,1,44,"CollegePlus",4,"WeakRep",3,1
2,68,1,1,1,3,1,1,68,"LessHS",1,"StrongDem",3,1
2,71,1,1,3,1,1,1,71,"LessHS",1,"IndLeanDem",1,1
2,56,1,1,7,2,1,1,56,"LessHS",1,"StrongRep",2,1
2,43,2,5,1,3,1,1,43,"HighSchool",5,"StrongDem",3,1
1,36,2,3,5,2,1,0,36,"HighSchool",3,"IndLeanRep",2,1
2,47,1,4,2,2,1,1,47,"LessHS",4,"WeakDem",2,1
2,36,2,4,2,1,1,1,36,"HighSchool",4,"WeakDem",1,1
1,63,1,1,2,1,1,0,63,"LessHS",1,"WeakDem",1,1
1,33,1,1,2,1,1,0,33,"LessHS",1,"WeakDem",1,1
2,21,2,3,4,3,1,1,21,"HighSchool",3,"Independent",3,1
2,34,2,3,3,2,1,1,34,"HighSchool",3,"IndLeanDem",2,1
1,72,1,1,3,2,1,0,72,"LessHS",1,"IndLeanDem",2,1
2,52,2,5,6,3,1,1,52,"HighSchool",5,"WeakRep",3,1
2,38,1,3,2,2,1,1,38,"LessHS",3,"WeakDem",2,1
2,0,2,1,2,2,1,1,0,"HighSchool",1,"WeakDem",2,1
2,25,3,2,1,3,1,1,25,"SomeCollege",2,"StrongDem",3,1
1,62,1,2,1,1,1,0,62,"LessHS",2,"StrongDem",1,1
1,78,2,5,6,1,1,0,78,"HighSchool",5,"WeakRep",1,1
1,43,3,0,7,1,1,0,43,"SomeCollege",0,"StrongRep",1,1
2,46,1,2,6,2,1,1,46,"LessHS",2,"WeakRep",2,1
2,41,2,4,1,3,1,1,41,"HighSchool",4,"StrongDem",3,1
1,32,2,2,1,2,1,0,32,"HighSchool",2,"StrongDem",2,1
2,38,2,3,2,2,1,1,38,"HighSchool",3,"WeakDem",2,1
2,49,1,4,6,2,1,1,49,"LessHS",4,"WeakRep",2,1
1,46,1,2,2,1,1,0,46,"LessHS",2,"WeakDem",1,1
2,57,1,3,2,2,1,1,57,"LessHS",3,"WeakDem",2,1
2,36,2,3,2,2,1,1,36,"HighSchool",3,"WeakDem",2,1
2,68,1,2,2,3,1,1,68,"LessHS",2,"WeakDem",3,1
1,76,1,1,2,9,1,0,76,"LessHS",1,"WeakDem",9,1
2,80,1,1,1,1,1,1,80,"LessHS",1,"StrongDem",1,1
2,40,2,2,1,1,1,1,40,"HighSchool",2,"StrongDem",1,1
1,39,2,4,1,3,1,0,39,"HighSchool",4,"StrongDem",3,1
2,73,1,1,1,3,1,1,73,"LessHS",1,"StrongDem",3,1
2,34,2,4,5,2,1,1,34,"HighSchool",4,"IndLeanRep",2,1
1,50,1,1,1,3,1,0,50,"LessHS",1,"StrongDem",3,1
2,58,2,3,7,3,1,1,58,"HighSchool",3,"StrongRep",3,1
1,37,4,3,5,3,1,0,37,"CollegePlus",3,"IndLeanRep",3,1
2,56,4,5,5,3,1,1,56,"CollegePlus",5,"IndLeanRep",3,1
1,30,1,3,3,3,1,0,30,"LessHS",3,"IndLeanDem",3,1
2,49,2,2,5,3,1,1,49,"HighSchool",2,"IndLeanRep",3,1
2,59,2,2,4,1,1,1,59,"HighSchool",2,"Independent",1,1
1,25,2,1,1,1,1,0,25,"HighSchool",1,"StrongDem",1,1
2,38,2,4,7,3,1,1,38,"HighSchool",4,"StrongRep",3,1
2,44,1,4,2,2,1,1,44,"LessHS",4,"WeakDem",2,1
2,49,2,2,6,2,1,1,49,"HighSchool",2,"WeakRep",2,1
1,36,1,2,7,1,1,0,36,"LessHS",2,"StrongRep",1,1
1,35,1,4,2,1,1,0,35,"LessHS",4,"WeakDem",1,1
2,46,2,4,3,3,1,1,46,"HighSchool",4,"IndLeanDem",3,1
2,37,1,3,2,1,1,1,37,"LessHS",3,"WeakDem",1,1
2,32,1,2,1,1,1,1,32,"LessHS",2,"StrongDem",1,1
2,72,1,1,1,1,1,1,72,"LessHS",1,"StrongDem",1,1
2,54,1,3,1,3,1,1,54,"LessHS",3,"StrongDem",3,1
2,41,2,3,2,1,1,1,41,"HighSchool",3,"WeakDem",1,1
1,23,2,2,3,1,1,0,23,"HighSchool",2,"IndLeanDem",1,1
2,56,1,2,1,1,1,1,56,"LessHS",2,"StrongDem",1,1
2,41,2,3,6,2,1,1,41,"HighSchool",3,"WeakRep",2,1
1,18,1,1,2,2,1,0,18,"LessHS",1,"WeakDem",2,1
2,46,2,5,5,2,1,1,46,"HighSchool",5,"IndLeanRep",2,1
2,38,1,4,3,2,1,1,38,"LessHS",4,"IndLeanDem",2,1
2,65,2,4,7,3,1,1,65,"HighSchool",4,"StrongRep",3,1
2,56,1,4,2,2,1,1,56,"LessHS",4,"WeakDem",2,1
2,29,1,3,4,1,1,1,29,"LessHS",3,"Independent",1,1
2,31,2,2,2,1,1,1,31,"HighSchool",2,"WeakDem",1,1
2,30,2,3,6,2,1,1,30,"HighSchool",3,"WeakRep",2,1
1,42,2,3,6,3,1,0,42,"HighSchool",3,"WeakRep",3,1
1,42,2,4,4,1,1,0,42,"HighSchool",4,"Independent",1,1
2,41,2,4,6,2,1,1,41,"HighSchool",4,"WeakRep",2,1
2,47,4,4,2,3,1,1,47,"CollegePlus",4,"WeakDem",3,1
1,25,2,3,5,1,1,0,25,"HighSchool",3,"IndLeanRep",1,1
2,21,4,4,3,3,1,1,21,"CollegePlus",4,"IndLeanDem",3,1
2,40,2,4,5,3,1,1,40,"HighSchool",4,"IndLeanRep",3,1
2,72,1,4,1,1,1,1,72,"LessHS",4,"StrongDem",1,1
2,32,2,1,2,1,1,1,32,"HighSchool",1,"WeakDem",1,1
2,46,2,1,5,3,1,1,46,"HighSchool",1,"IndLeanRep",3,1
2,0,1,1,1,3,1,1,0,"LessHS",1,"StrongDem",3,1
2,52,4,4,7,3,1,1,52,"CollegePlus",4,"StrongRep",3,1
2,42,1,3,4,1,1,1,42,"LessHS",3,"Independent",1,1
1,40,1,1,1,3,1,0,40,"LessHS",1,"StrongDem",3,1
2,53,1,2,3,1,1,1,53,"LessHS",2,"IndLeanDem",1,1
2,42,2,3,3,2,1,1,42,"HighSchool",3,"IndLeanDem",2,1
2,30,2,1,7,2,1,1,30,"HighSchool",1,"StrongRep",2,1
2,25,3,4,6,3,1,1,25,"SomeCollege",4,"WeakRep",3,1
2,66,1,4,2,2,1,1,66,"LessHS",4,"WeakDem",2,1
1,33,1,2,5,2,1,0,33,"LessHS",2,"IndLeanRep",2,1
2,49,3,3,2,3,1,1,49,"SomeCollege",3,"WeakDem",3,1
1,26,1,1,1,2,1,0,26,"LessHS",1,"StrongDem",2,1
2,82,2,1,1,3,1,1,82,"HighSchool",1,"StrongDem",3,1
2,55,1,4,6,3,1,1,55,"LessHS",4,"WeakRep",3,1
2,32,2,4,7,3,1,1,32,"HighSchool",4,"StrongRep",3,1
2,57,1,2,2,1,1,1,57,"LessHS",2,"WeakDem",1,1
1,80,1,2,6,1,1,0,80,"LessHS",2,"WeakRep",1,1
2,61,1,4,3,1,1,1,61,"LessHS",4,"IndLeanDem",1,1
1,42,1,1,6,2,1,0,42,"LessHS",1,"WeakRep",2,1
1,28,2,3,2,3,1,0,28,"HighSchool",3,"WeakDem",3,1
2,59,2,4,7,3,1,1,59,"HighSchool",4,"StrongRep",3,1
2,26,2,3,1,3,1,1,26,"HighSchool",3,"StrongDem",3,1
1,36,1,4,2,2,1,0,36,"LessHS",4,"WeakDem",2,1
2,32,2,4,3,2,1,1,32,"HighSchool",4,"IndLeanDem",2,1
2,57,1,3,2,3,1,1,57,"LessHS",3,"WeakDem",3,1
2,46,2,4,1,1,1,1,46,"HighSchool",4,"StrongDem",1,1
2,44,2,4,2,3,1,1,44,"HighSchool",4,"WeakDem",3,1
1,33,2,4,5,3,1,0,33,"HighSchool",4,"IndLeanRep",3,1
2,33,1,4,5,1,1,1,33,"LessHS",4,"IndLeanRep",1,1
2,46,3,4,5,3,1,1,46,"SomeCollege",4,"IndLeanRep",3,1
1,60,3,0,6,3,1,0,60,"SomeCollege",0,"WeakRep",3,1
2,71,1,2,7,3,1,1,71,"LessHS",2,"StrongRep",3,1
2,58,3,4,6,3,1,1,58,"SomeCollege",4,"WeakRep",3,1
1,26,2,1,1,3,1,0,26,"HighSchool",1,"StrongDem",3,1
2,60,1,4,1,3,1,1,60,"LessHS",4,"StrongDem",3,1
2,40,3,3,1,3,1,1,40,"SomeCollege",3,"StrongDem",3,1
2,37,4,4,3,3,1,1,37,"CollegePlus",4,"IndLeanDem",3,1
2,51,1,3,7,2,1,1,51,"LessHS",3,"StrongRep",2,1
1,28,2,2,3,2,1,0,28,"HighSchool",2,"IndLeanDem",2,1
2,78,2,3,6,1,1,1,78,"HighSchool",3,"WeakRep",1,1
2,43,2,4,6,1,1,1,43,"HighSchool",4,"WeakRep",1,1
2,32,3,5,5,3,1,1,32,"SomeCollege",5,"IndLeanRep",3,1
2,27,2,4,5,2,1,1,27,"HighSchool",4,"IndLeanRep",2,1
2,66,1,5,5,3,1,1,66,"LessHS",5,"IndLeanRep",3,1
2,40,1,3,1,3,1,1,40,"LessHS",3,"StrongDem",3,1
1,27,1,2,5,2,1,0,27,"LessHS",2,"IndLeanRep",2,1
2,69,3,1,7,2,1,1,69,"SomeCollege",1,"StrongRep",2,1
2,56,2,4,7,2,1,1,56,"HighSchool",4,"StrongRep",2,1
2,70,2,1,7,3,1,1,70,"HighSchool",1,"StrongRep",3,1
2,60,2,1,6,3,1,1,60,"HighSchool",1,"WeakRep",3,1
2,71,1,4,5,2,1,1,71,"LessHS",4,"IndLeanRep",2,1
1,20,2,3,2,2,1,0,20,"HighSchool",3,"WeakDem",2,1
1,40,1,1,6,1,1,0,40,"LessHS",1,"WeakRep",1,1
1,33,2,4,3,3,1,0,33,"HighSchool",4,"IndLeanDem",3,1
1,56,1,1,2,1,1,0,56,"LessHS",1,"WeakDem",1,1
2,43,2,4,7,3,1,1,43,"HighSchool",4,"StrongRep",3,1
2,33,1,3,6,2,1,1,33,"LessHS",3,"WeakRep",2,1
2,29,2,4,1,1,1,1,29,"HighSchool",4,"StrongDem",1,1
2,55,2,0,3,3,1,1,55,"HighSchool",0,"IndLeanDem",3,1
2,34,3,4,6,3,1,1,34,"SomeCollege",4,"WeakRep",3,1
2,40,1,4,6,1,1,1,40,"LessHS",4,"WeakRep",1,1
1,50,4,4,2,3,1,0,50,"CollegePlus",4,"WeakDem",3,1
2,28,4,4,3,3,1,1,28,"CollegePlus",4,"IndLeanDem",3,1
2,25,2,3,1,2,1,1,25,"HighSchool",3,"StrongDem",2,1
2,23,3,2,6,3,1,1,23,"SomeCollege",2,"WeakRep",3,1
2,46,1,5,4,2,1,1,46,"LessHS",5,"Independent",2,1
2,29,2,4,7,3,1,1,29,"HighSchool",4,"StrongRep",3,1
2,68,1,1,1,1,1,1,68,"LessHS",1,"StrongDem",1,1
2,42,1,4,6,2,1,1,42,"LessHS",4,"WeakRep",2,1
2,58,2,4,7,3,1,1,58,"HighSchool",4,"StrongRep",3,1
2,52,3,4,7,3,1,1,52,"SomeCollege",4,"StrongRep",3,1
2,39,4,4,6,2,1,1,39,"CollegePlus",4,"WeakRep",2,1
2,47,2,4,6,2,1,1,47,"HighSchool",4,"WeakRep",2,1
2,61,1,4,1,2,1,1,61,"LessHS",4,"StrongDem",2,1
2,34,2,4,2,3,1,1,34,"HighSchool",4,"WeakDem",3,1
1,27,1,2,2,1,1,0,27,"LessHS",2,"WeakDem",1,1
1,29,2,2,3,1,1,0,29,"HighSchool",2,"IndLeanDem",1,1
1,69,1,1,1,2,1,0,69,"LessHS",1,"StrongDem",2,1
1,43,1,1,2,1,1,0,43,"LessHS",1,"WeakDem",1,1
2,37,2,3,6,2,1,1,37,"HighSchool",3,"WeakRep",2,1
2,57,2,4,3,3,1,1,57,"HighSchool",4,"IndLeanDem",3,1
2,61,1,4,7,3,1,1,61,"LessHS",4,"StrongRep",3,1
2,37,2,4,7,3,1,1,37,"HighSchool",4,"StrongRep",3,1
1,75,2,1,6,3,1,0,75,"HighSchool",1,"WeakRep",3,1
2,36,2,4,2,1,1,1,36,"HighSchool",4,"WeakDem",1,1
2,57,1,1,3,3,1,1,57,"LessHS",1,"IndLeanDem",3,1
2,24,3,2,6,2,1,1,24,"SomeCollege",2,"WeakRep",2,1
1,35,2,4,2,2,1,0,35,"HighSchool",4,"WeakDem",2,1
2,65,1,1,7,2,1,1,65,"LessHS",1,"StrongRep",2,1
1,75,1,1,1,1,1,0,75,"LessHS",1,"StrongDem",1,1
2,51,3,4,6,3,1,1,51,"SomeCollege",4,"WeakRep",3,1
2,56,1,3,6,3,1,1,56,"LessHS",3,"WeakRep",3,1
2,59,2,4,1,1,1,1,59,"HighSchool",4,"StrongDem",1,1
2,50,1,3,2,1,1,1,50,"LessHS",3,"WeakDem",1,1
2,44,1,4,6,2,1,1,44,"LessHS",4,"WeakRep",2,1
2,52,3,3,2,2,1,1,52,"SomeCollege",3,"WeakDem",2,1
2,35,3,4,3,3,1,1,35,"SomeCollege",4,"IndLeanDem",3,1
2,73,1,1,2,1,1,1,73,"LessHS",1,"WeakDem",1,1
2,53,2,4,2,2,1,1,53,"HighSchool",4,"WeakDem",2,1
2,27,2,2,2,2,1,1,27,"HighSchool",2,"WeakDem",2,1
1,48,1,2,5,1,1,0,48,"LessHS",2,"IndLeanRep",1,1
2,41,2,4,2,2,1,1,41,"HighSchool",4,"WeakDem",2,1
2,38,2,2,2,1,1,1,38,"HighSchool",2,"WeakDem",1,1
1,62,2,2,4,1,1,0,62,"HighSchool",2,"Independent",1,1
2,23,4,4,7,3,1,1,23,"CollegePlus",4,"StrongRep",3,1
2,65,2,5,7,3,1,1,65,"HighSchool",5,"StrongRep",3,1
2,54,2,2,1,3,1,1,54,"HighSchool",2,"StrongDem",3,1
2,26,2,3,7,3,1,1,26,"HighSchool",3,"StrongRep",3,1
2,31,2,1,2,2,1,1,31,"HighSchool",1,"WeakDem",2,1
2,34,2,4,2,1,1,1,34,"HighSchool",4,"WeakDem",1,1
2,47,1,3,1,2,1,1,47,"LessHS",3,"StrongDem",2,1
2,51,2,4,2,2,1,1,51,"HighSchool",4,"WeakDem",2,1
2,68,1,1,7,2,1,1,68,"LessHS",1,"StrongRep",2,1
1,33,1,1,2,1,1,0,33,"LessHS",1,"WeakDem",1,1
2,58,1,4,2,1,1,1,58,"LessHS",4,"WeakDem",1,1
2,26,2,2,2,3,1,1,26,"HighSchool",2,"WeakDem",3,1
2,68,1,4,5,2,1,1,68,"LessHS",4,"IndLeanRep",2,1
2,32,2,4,2,3,1,1,32,"HighSchool",4,"WeakDem",3,1
2,37,2,4,2,2,1,1,37,"HighSchool",4,"WeakDem",2,1
2,39,2,4,2,3,1,1,39,"HighSchool",4,"WeakDem",3,1
1,38,2,2,5,2,1,0,38,"HighSchool",2,"IndLeanRep",2,1
2,33,3,0,3,3,1,1,33,"SomeCollege",0,"IndLeanDem",3,1
2,61,1,1,1,1,1,1,61,"LessHS",1,"StrongDem",1,1
2,57,1,3,2,1,1,1,57,"LessHS",3,"WeakDem",1,1
2,45,2,4,6,2,1,1,45,"HighSchool",4,"WeakRep",2,1
2,54,2,4,6,3,1,1,54,"HighSchool",4,"WeakRep",3,1
2,42,2,4,2,3,1,1,42,"HighSchool",4,"WeakDem",3,1
2,23,2,4,2,1,1,1,23,"HighSchool",4,"WeakDem",1,1
2,51,1,5,2,2,1,1,51,"LessHS",5,"WeakDem",2,1
2,36,1,1,1,3,1,1,36,"LessHS",1,"StrongDem",3,1
2,78,4,4,3,3,1,1,78,"CollegePlus",4,"IndLeanDem",3,1
2,34,1,4,6,1,1,1,34,"LessHS",4,"WeakRep",1,1
2,25,3,4,6,2,1,1,25,"SomeCollege",4,"WeakRep",2,1
1,25,1,1,2,1,1,0,25,"LessHS",1,"WeakDem",1,1
2,58,1,2,1,2,1,1,58,"LessHS",2,"StrongDem",2,1
2,51,1,3,6,1,1,1,51,"LessHS",3,"WeakRep",1,1
2,69,2,5,7,3,1,1,69,"HighSchool",5,"StrongRep",3,1
2,44,1,4,4,2,1,1,44,"LessHS",4,"Independent",2,1
2,34,2,4,2,2,1,1,34,"HighSchool",4,"WeakDem",2,1
1,37,1,3,2,2,1,0,37,"LessHS",3,"WeakDem",2,1
2,46,2,1,2,2,1,1,46,"HighSchool",1,"WeakDem",2,1
2,65,1,2,2,0,1,1,65,"LessHS",2,"WeakDem",0,1
2,26,4,4,1,3,1,1,26,"CollegePlus",4,"StrongDem",3,1
2,44,1,1,2,2,1,1,44,"LessHS",1,"WeakDem",2,1
2,29,2,4,2,1,1,1,29,"HighSchool",4,"WeakDem",1,1
2,35,1,2,1,2,1,1,35,"LessHS",2,"StrongDem",2,1
2,47,2,4,4,3,1,1,47,"HighSchool",4,"Independent",3,1
2,63,1,3,3,2,1,1,63,"LessHS",3,"IndLeanDem",2,1
2,56,2,2,2,2,1,1,56,"HighSchool",2,"WeakDem",2,1
2,43,2,4,5,3,1,1,43,"HighSchool",4,"IndLeanRep",3,1
1,41,1,2,3,1,1,0,41,"LessHS",2,"IndLeanDem",1,1
1,83,1,1,1,3,1,0,83,"LessHS",1,"StrongDem",3,1
1,24,2,2,2,3,1,0,24,"HighSchool",2,"WeakDem",3,1
2,37,3,4,1,3,1,1,37,"SomeCollege",4,"StrongDem",3,1
2,34,2,4,2,2,1,1,34,"HighSchool",4,"WeakDem",2,1
2,45,3,4,1,3,1,1,45,"SomeCollege",4,"StrongDem",3,1
2,66,1,2,3,2,1,1,66,"LessHS",2,"IndLeanDem",2,1
2,54,3,5,7,3,1,1,54,"SomeCollege",5,"StrongRep",3,1
2,65,1,1,1,3,1,1,65,"LessHS",1,"StrongDem",3,1
2,48,3,5,7,3,1,1,48,"SomeCollege",5,"StrongRep",3,1
2,47,1,2,6,1,1,1,47,"LessHS",2,"WeakRep",1,1
2,65,1,1,1,1,1,1,65,"LessHS",1,"StrongDem",1,1
1,40,1,4,7,3,1,0,40,"LessHS",4,"StrongRep",3,1
2,35,2,3,1,3,1,1,35,"HighSchool",3,"StrongDem",3,1
2,65,1,0,2,1,1,1,65,"LessHS",0,"WeakDem",1,1
2,46,1,3,4,2,1,1,46,"LessHS",3,"Independent",2,1
2,52,1,4,1,3,1,1,52,"LessHS",4,"StrongDem",3,1
2,26,3,3,1,3,1,1,26,"SomeCollege",3,"StrongDem",3,1
2,50,1,1,7,3,1,1,50,"LessHS",1,"StrongRep",3,1
2,55,1,1,7,2,1,1,55,"LessHS",1,"StrongRep",2,1
1,38,1,3,1,2,1,0,38,"LessHS",3,"StrongDem",2,1
2,32,2,4,2,2,1,1,32,"HighSchool",4,"WeakDem",2,1
2,33,2,3,2,2,1,1,33,"HighSchool",3,"WeakDem",2,1
2,36,2,0,5,2,1,1,36,"HighSchool",0,"IndLeanRep",2,1
2,29,4,4,5,3,1,1,29,"CollegePlus",4,"IndLeanRep",3,1
2,63,1,0,4,1,1,1,63,"LessHS",0,"Independent",1,1
1,31,1,2,3,2,1,0,31,"LessHS",2,"IndLeanDem",2,1
1,46,1,1,2,2,1,0,46,"LessHS",1,"WeakDem",2,1
2,35,2,4,6,1,1,1,35,"HighSchool",4,"WeakRep",1,1
1,38,3,4,2,3,1,0,38,"SomeCollege",4,"WeakDem",3,1
2,47,2,4,2,2,1,1,47,"HighSchool",4,"WeakDem",2,1
2,45,2,2,4,2,1,1,45,"HighSchool",2,"Independent",2,1
1,33,2,4,2,1,1,0,33,"HighSchool",4,"WeakDem",1,1
1,51,2,4,2,1,1,0,51,"HighSchool",4,"WeakDem",1,1
2,35,1,2,1,3,1,1,35,"LessHS",2,"StrongDem",3,1
1,38,1,1,1,1,1,0,38,"LessHS",1,"StrongDem",1,1
2,64,1,3,5,3,1,1,64,"LessHS",3,"IndLeanRep",3,1
2,42,4,5,7,3,1,1,42,"CollegePlus",5,"StrongRep",3,1
1,28,2,2,2,2,1,0,28,"HighSchool",2,"WeakDem",2,1
2,57,4,4,2,3,1,1,57,"CollegePlus",4,"WeakDem",3,1
1,45,1,3,2,1,1,0,45,"LessHS",3,"WeakDem",1,1
2,29,1,3,5,1,1,1,29,"LessHS",3,"IndLeanRep",1,1
2,41,1,2,2,1,1,1,41,"LessHS",2,"WeakDem",1,1
2,81,1,3,2,1,1,1,81,"LessHS",3,"WeakDem",1,1
2,85,3,1,6,3,1,1,85,"SomeCollege",1,"WeakRep",3,1
2,22,1,3,4,3,1,1,22,"LessHS",3,"Independent",3,1
2,62,1,3,2,2,1,1,62,"LessHS",3,"WeakDem",2,1
2,30,1,0,1,2,1,1,30,"LessHS",0,"StrongDem",2,1
2,60,1,3,7,3,1,1,60,"LessHS",3,"StrongRep",3,1
2,53,2,5,3,3,1,1,53,"HighSchool",5,"IndLeanDem",3,1
2,52,1,4,1,3,1,1,52,"LessHS",4,"StrongDem",3,1
2,45,1,2,4,2,1,1,45,"LessHS",2,"Independent",2,1
2,44,2,3,1,2,1,1,44,"HighSchool",3,"StrongDem",2,1
1,38,1,3,1,2,1,0,38,"LessHS",3,"StrongDem",2,1
2,36,1,4,2,1,1,1,36,"LessHS",4,"WeakDem",1,1
1,53,3,0,1,2,1,0,53,"SomeCollege",0,"StrongDem",2,1
2,32,2,3,2,2,1,1,32,"HighSchool",3,"WeakDem",2,1
2,70,1,1,1,2,1,1,70,"LessHS",1,"StrongDem",2,1
2,48,2,3,7,2,1,1,48,"HighSchool",3,"StrongRep",2,1
2,68,1,1,2,3,1,1,68,"LessHS",1,"WeakDem",3,1
1,62,2,1,3,1,1,0,62,"HighSchool",1,"IndLeanDem",1,1
2,49,1,4,3,2,1,1,49,"LessHS",4,"IndLeanDem",2,1
2,52,1,3,2,2,1,1,52,"LessHS",3,"WeakDem",2,1
1,60,1,0,2,2,1,0,60,"LessHS",0,"WeakDem",2,1
2,33,2,4,1,3,1,1,33,"HighSchool",4,"StrongDem",3,1
2,73,2,3,1,1,1,1,73,"HighSchool",3,"StrongDem",1,1
2,43,4,5,3,2,1,1,43,"CollegePlus",5,"IndLeanDem",2,1
1,30,2,4,2,1,1,0,30,"HighSchool",4,"WeakDem",1,1
1,25,2,4,1,1,1,0,25,"HighSchool",4,"StrongDem",1,1
1,23,1,1,1,1,1,0,23,"LessHS",1,"StrongDem",1,1
2,32,2,4,1,1,1,1,32,"HighSchool",4,"StrongDem",1,1
2,22,3,4,3,3,1,1,22,"SomeCollege",4,"IndLeanDem",3,1
2,29,2,3,2,3,1,1,29,"HighSchool",3,"WeakDem",3,1
1,34,2,2,3,1,1,0,34,"HighSchool",2,"IndLeanDem",1,1
1,35,1,2,4,1,1,0,35,"LessHS",2,"Independent",1,1
2,45,1,4,3,3,1,1,45,"LessHS",4,"IndLeanDem",3,1
2,54,4,5,3,3,1,1,54,"CollegePlus",5,"IndLeanDem",3,1
